name,method,quality
google_urban_107,1,1
google_urban_109,3,1
google_urban_11,1,0.5
google_urban_110,1,0.5
google_urban_111,1,0.5
google_urban_112,1,0.5
google_urban_114,0,0
google_urban_115,1,0.5
google_urban_117,2,1
google_urban_118,1,1
google_urban_119,0,0
google_urban_123,1,1
google_urban_124,0,0
google_urban_125,2,0.5
google_urban_129,1,0.5
google_urban_130,1,0.5
google_urban_131,1,1
google_urban_132,2,0.5
google_urban_133,1,1
google_urban_134,1,0.5
google_urban_135,0,0
google_urban_136,3,1
google_urban_138,2,0.5
google_urban_139,1,0.5
google_urban_140,2,0.5
google_urban_141,1,1
google_urban_142,0,0
google_urban_144,2,0.5
google_urban_146,2,1
google_urban_149,2,0.5
google_urban_151,0,0
google_urban_152,1,0.5
google_urban_154,2,0.5
google_urban_155,2,1
google_urban_156,0,0
google_urban_157,1,1
google_urban_159,1,0.5
google_urban_160,1,1
google_urban_162,0,0
google_urban_164,2,1
google_urban_165,0,0
google_urban_166,1,0.5
google_urban_167,2,1
google_urban_168,1,0.5
google_urban_169,2,0.5
google_urban_17,2,1
google_urban_170,1,0.5
google_urban_171,0,0
google_urban_172,1,0.5
google_urban_173,2,0.5
google_urban_175,1,0.5
google_urban_176,1,0.5
google_urban_177,1,0.5
google_urban_178,0,0
google_urban_179,0,0
google_urban_18,0,0
google_urban_180,1,1
google_urban_182,1,0.5
google_urban_183,3,1
google_urban_184,2,1
google_urban_185,0,0
google_urban_186,1,0.5
google_urban_188,0,0
google_urban_189,1,1
google_urban_19,2,0.5
google_urban_190,0,0
google_urban_191,0,0
google_urban_192,1,1
google_urban_193,1,0.5
google_urban_195,1,1
google_urban_196,0,0
google_urban_197,0,0
google_urban_198,0,0
google_urban_199,2,0.5
google_urban_2,1,0.5
google_urban_20,1,1
google_urban_200,1,1
google_urban_201,1,1
google_urban_202,0,0
google_urban_203,3,1
google_urban_204,1,0.5
google_urban_205,0,0
google_urban_206,0,0
google_urban_207,0,0
google_urban_209,0,0
google_urban_21,1,0.5
google_urban_210,0,0
google_urban_211,1,1
google_urban_212,1,0.5
google_urban_214,1,1
google_urban_215,2,0.5
google_urban_216,1,1
google_urban_217,1,1
google_urban_218,2,0.5
google_urban_219,0,0
google_urban_22,1,1
google_urban_220,1,1
google_urban_221,1,1
google_urban_222,0,0
google_urban_223,0,0
google_urban_224,0,0
google_urban_225,0,0
google_urban_227,2,1
google_urban_228,0,0
google_urban_229,1,1
google_urban_23,1,0.5
google_urban_230,1,0.5
google_urban_231,0,0
google_urban_232,2,0.5
google_urban_233,0,0
google_urban_234,1,1
google_urban_235,0,0
google_urban_236,0,0
google_urban_237,1,0.5
google_urban_238,1,0.5
google_urban_239,1,0.5
google_urban_24,1,0.5
google_urban_240,0,0
google_urban_241,1,0.5
google_urban_242,0,0
google_urban_243,1,1
google_urban_244,1,1
google_urban_245,1,1
google_urban_246,1,1
google_urban_247,0,0
google_urban_248,0,0
google_urban_249,1,0.5
google_urban_25,0,0
google_urban_250,0,0
google_urban_251,0,0
google_urban_252,1,0.5
google_urban_253,2,0.5
google_urban_255,0,0
google_urban_256,0,0
google_urban_257,0,0
google_urban_26,1,1
google_urban_260,1,0.5
google_urban_261,2,0.5
google_urban_262,0,0
google_urban_264,1,0.5
google_urban_266,1,0.5
google_urban_269,1,1
google_urban_271,2,1
google_urban_272,1,1
google_urban_273,1,1
google_urban_274,1,0.5
google_urban_276,1,0.5
google_urban_277,1,1
google_urban_278,1,0.5
google_urban_28,2,0.5
google_urban_280,1,0.5
google_urban_281,1,1
google_urban_282,2,0.5
google_urban_283,1,0.5
google_urban_284,1,0.5
google_urban_285,1,0.5
google_urban_286,1,0.5
google_urban_287,1,1
google_urban_289,2,0.5
google_urban_290,0,0
google_urban_291,1,0.5
google_urban_293,0,0
google_urban_294,0,0
google_urban_295,0,0
google_urban_296,1,0.5
google_urban_299,0,0
google_urban_30,0,0
google_urban_300,2,0.5
google_urban_301,2,0.5
google_urban_302,0,0
google_urban_303,1,0.5
google_urban_304,1,0.5
google_urban_305,1,1
google_urban_308,1,0.5
google_urban_309,1,0.5
google_urban_31,1,0.5
google_urban_312,1,0.5
google_urban_313,2,0.5
google_urban_314,2,0.5
google_urban_315,2,1
google_urban_316,1,0.5
google_urban_317,1,0.5
google_urban_319,1,0.5
google_urban_32,2,1
google_urban_320,1,0.5
google_urban_321,1,0.5
google_urban_322,1,1
google_urban_323,1,1
google_urban_324,1,0.5
google_urban_325,2,1
google_urban_326,1,0.5
google_urban_327,0,0
google_urban_328,2,1
google_urban_33,0,0
google_urban_332,1,0.5
google_urban_333,1,1
google_urban_334,3,1
google_urban_335,1,0.5
google_urban_336,1,1
google_urban_337,1,1
google_urban_338,1,0.5
google_urban_340,1,0.5
google_urban_341,0,0
google_urban_342,2,0.5
google_urban_343,1,1
google_urban_344,1,1
google_urban_345,3,1
google_urban_346,0,0
google_urban_347,0,0
google_urban_348,2,0.5
google_urban_349,1,0.5
google_urban_35,1,1
google_urban_350,1,0.5
google_urban_351,2,0.5
google_urban_353,0,0
google_urban_354,1,1
google_urban_355,2,1
google_urban_356,0,0
google_urban_357,2,0.5
google_urban_359,1,0.5
google_urban_36,0,0
google_urban_361,0,0
google_urban_362,0,0
google_urban_363,1,1
google_urban_364,1,0.5
google_urban_367,3,1
google_urban_368,0,0
google_urban_369,1,0.5
google_urban_370,0,0
google_urban_372,0,0
google_urban_373,0,0
google_urban_374,2,0.5
google_urban_378,3,1
google_urban_38,2,0.5
google_urban_382,1,0.5
google_urban_383,0,0
google_urban_384,0,0
google_urban_387,2,0.5
google_urban_388,0,0
google_urban_389,0,0
google_urban_39,1,0.5
google_urban_391,0,0
google_urban_393,0,0
google_urban_395,2,0.5
google_urban_396,0,0
google_urban_397,0,0
google_urban_398,2,1
google_urban_4,0,0
google_urban_40,2,0.5
google_urban_400,0,0
google_urban_402,0,0
google_urban_403,1,1
google_urban_404,1,1
google_urban_405,0,0
google_urban_406,2,0.5
google_urban_407,0,0
google_urban_408,0,0
google_urban_41,1,1
google_urban_410,0,0
google_urban_412,1,1
google_urban_415,0,0
google_urban_416,0,0
google_urban_418,0,0
google_urban_419,0,0
google_urban_42,0,0
google_urban_421,0,0
google_urban_423,0,0
google_urban_424,1,0.5
google_urban_425,0,0
google_urban_426,1,0.5
google_urban_427,1,1
google_urban_428,0,0
google_urban_43,0,0
google_urban_431,1,0.5
google_urban_433,0,0
google_urban_434,0,0
google_urban_435,0,0
google_urban_436,0,0
google_urban_437,1,0.5
google_urban_438,0,0
google_urban_439,1,0.5
google_urban_44,3,1
google_urban_441,3,1
google_urban_442,0,0
google_urban_444,0,0
google_urban_446,1,0.5
google_urban_447,0,0
google_urban_448,3,1
google_urban_449,1,0.5
google_urban_45,0,0
google_urban_450,0,0
google_urban_451,1,1
google_urban_452,2,0.5
google_urban_453,0,0
google_urban_454,0,0
google_urban_456,0,0
google_urban_457,1,1
google_urban_459,1,1
google_urban_460,2,0.5
google_urban_461,2,0.5
google_urban_462,3,1
google_urban_463,2,0.5
google_urban_464,1,0.5
google_urban_465,1,1
google_urban_467,0,0
google_urban_468,2,1
google_urban_47,0,0
google_urban_470,0,0
google_urban_471,0,0
google_urban_472,1,0.5
google_urban_473,0,0
google_urban_474,1,0.5
google_urban_475,3,1
google_urban_477,1,1
google_urban_478,0,0
google_urban_479,0,0
google_urban_48,1,1
google_urban_481,2,0.5
google_urban_482,0,0
google_urban_484,0,0
google_urban_485,0,0
google_urban_486,3,1
google_urban_487,1,0.5
google_urban_488,1,1
google_urban_489,3,1
google_urban_49,2,0.5
google_urban_490,1,1
google_urban_492,0,0
google_urban_494,0,0
google_urban_495,1,1
google_urban_496,2,0.5
google_urban_497,2,0.5
google_urban_5,2,0.5
google_urban_50,0,0
google_urban_501,0,0
google_urban_505,1,0.5
google_urban_51,0,0
google_urban_511,0,0
google_urban_513,2,0.5
google_urban_515,1,0.5
google_urban_516,0,0
google_urban_517,2,0.5
google_urban_518,2,0.5
google_urban_519,0,0
google_urban_52,0,0
google_urban_521,0,0
google_urban_523,0,0
google_urban_526,0,0
google_urban_528,1,1
google_urban_529,2,0.5
google_urban_53,1,0.5
google_urban_535,2,1
google_urban_537,0,0
google_urban_538,0,0
google_urban_539,1,0.5
google_urban_541,1,1
google_urban_542,0,0
google_urban_543,0,0
google_urban_55,0,0
google_urban_550,0,0
google_urban_551,0,0
google_urban_552,0,0
google_urban_554,1,1
google_urban_556,1,1
google_urban_557,1,0.5
google_urban_558,0,0
google_urban_559,0,0
google_urban_56,2,0.5
google_urban_562,0,0
google_urban_563,2,0.5
google_urban_564,2,1
google_urban_565,0,0
google_urban_567,1,0.5
google_urban_57,2,0.5
google_urban_572,1,0.5
google_urban_573,1,0.5
google_urban_574,0,0
google_urban_575,0,0
google_urban_576,1,1
google_urban_577,1,1
google_urban_580,2,0.5
google_urban_584,1,1
google_urban_587,1,1
google_urban_59,1,0.5
google_urban_599,1,0.5
google_urban_6,2,0.5
google_urban_60,1,0.5
google_urban_601,1,1
google_urban_602,2,0.5
google_urban_604,1,0.5
google_urban_605,0,0
google_urban_609,1,1
google_urban_61,1,0.5
google_urban_610,2,0.5
google_urban_614,1,1
google_urban_615,1,0.5
google_urban_618,1,1
google_urban_619,0,0
google_urban_62,0,0
google_urban_621,0,0
google_urban_626,0,0
google_urban_628,4,1
google_urban_629,0,0
google_urban_63,2,0.5
google_urban_630,0,0
google_urban_631,2,1
google_urban_632,1,1
google_urban_66,1,0.5
google_urban_67,0,0
google_urban_68,2,0.5
google_urban_69,1,1
google_urban_7,2,0.5
google_urban_70,1,1
google_urban_72,0,0
google_urban_76,0,0
google_urban_78,1,0.5
google_urban_79,1,1
google_urban_82,2,0.5
google_urban_84,1,1
google_urban_85,0,0
google_urban_87,1,1
google_urban_88,1,0.5
google_urban_90,0,0
google_urban_91,0,0
google_urban_92,0,0
google_urban_94,3,1
google_urban_96,2,0.5
google_urban_97,1,1
google_urban_98,1,1
google_urban_99,0,0
google_wall_10,1,0.5
google_wall_100,1,0.5
google_wall_101,0,0
google_wall_104,1,0.5
google_wall_105,0,0
google_wall_106,3,1
google_wall_108,3,1
google_wall_109,1,1
google_wall_110,1,1
google_wall_111,1,0.5
google_wall_112,1,0.5
google_wall_114,1,1
google_wall_115,1,1
google_wall_116,1,1
google_wall_117,1,0.5
google_wall_119,1,0.5
google_wall_12,2,1
google_wall_120,1,0.5
google_wall_122,3,1
google_wall_123,0,0
google_wall_124,2,1
google_wall_125,3,1
google_wall_126,3,1
google_wall_127,1,0.5
google_wall_128,1,1
google_wall_129,1,0.5
google_wall_13,3,1
google_wall_130,2,0.5
google_wall_131,1,0.5
google_wall_132,2,0.5
google_wall_134,1,1
google_wall_135,1,1
google_wall_136,4,1
google_wall_137,1,0.5
google_wall_138,2,0.5
google_wall_139,1,1
google_wall_140,1,0.5
google_wall_141,1,0.5
google_wall_142,1,1
google_wall_143,0,0
google_wall_144,0,0
google_wall_145,3,1
google_wall_148,0,0
google_wall_149,2,0.5
google_wall_15,2,0.5
google_wall_150,1,0.5
google_wall_152,1,0.5
google_wall_153,2,0.5
google_wall_154,0,0
google_wall_155,3,1
google_wall_157,1,0.5
google_wall_158,2,0.5
google_wall_159,1,0.5
google_wall_16,1,0.5
google_wall_160,4,1
google_wall_162,1,0.5
google_wall_164,1,0.5
google_wall_165,1,1
google_wall_166,1,0.5
google_wall_168,0,0
google_wall_169,1,0.5
google_wall_17,1,1
google_wall_170,1,1
google_wall_171,2,1
google_wall_172,1,0.5
google_wall_173,0,0
google_wall_174,1,0.5
google_wall_176,1,0.5
google_wall_177,1,1
google_wall_178,0,0
google_wall_179,3,1
google_wall_180,1,1
google_wall_181,1,0.5
google_wall_182,0,0
google_wall_183,1,1
google_wall_184,1,1
google_wall_185,1,1
google_wall_186,1,0.5
google_wall_187,1,0.5
google_wall_189,1,0.5
google_wall_190,1,1
google_wall_191,3,1
google_wall_192,0,0
google_wall_193,1,1
google_wall_194,1,0.5
google_wall_196,3,1
google_wall_197,1,0.5
google_wall_198,1,1
google_wall_20,3,1
google_wall_200,1,1
google_wall_201,1,1
google_wall_202,3,1
google_wall_203,1,0.5
google_wall_204,1,1
google_wall_205,1,1
google_wall_207,3,1
google_wall_209,3,1
google_wall_210,2,0.5
google_wall_211,1,1
google_wall_212,0,0
google_wall_213,1,1
google_wall_215,2,0.5
google_wall_217,1,0.5
google_wall_219,1,1
google_wall_22,3,1
google_wall_220,0,0
google_wall_221,3,1
google_wall_222,1,1
google_wall_223,0,0
google_wall_226,2,1
google_wall_227,1,1
google_wall_228,3,1
google_wall_23,0,0
google_wall_230,0,0
google_wall_231,3,1
google_wall_232,1,1
google_wall_236,1,0.5
google_wall_237,2,0.5
google_wall_238,1,1
google_wall_239,0,0
google_wall_240,2,0.5
google_wall_241,1,1
google_wall_242,0,0
google_wall_243,1,1
google_wall_244,2,0.5
google_wall_246,1,0.5
google_wall_248,0,0
google_wall_249,1,1
google_wall_25,3,1
google_wall_252,2,0.5
google_wall_253,2,0.5
google_wall_254,2,0.5
google_wall_255,3,1
google_wall_256,3,1
google_wall_257,0,0
google_wall_258,0,0
google_wall_26,1,0.5
google_wall_260,1,1
google_wall_261,2,0.5
google_wall_262,0,0
google_wall_263,2,0.5
google_wall_264,1,0.5
google_wall_265,2,0.5
google_wall_266,1,0.5
google_wall_268,0,0
google_wall_269,0,0
google_wall_27,1,1
google_wall_270,1,1
google_wall_271,2,1
google_wall_272,2,1
google_wall_274,1,1
google_wall_275,1,1
google_wall_276,2,0.5
google_wall_277,2,0.5
google_wall_278,1,0.5
google_wall_279,1,0.5
google_wall_28,2,1
google_wall_280,1,1
google_wall_283,0,0
google_wall_284,0,0
google_wall_286,1,0.5
google_wall_288,0,0
google_wall_289,0,0
google_wall_292,3,1
google_wall_293,2,0.5
google_wall_294,1,0.5
google_wall_295,1,1
google_wall_296,0,0
google_wall_297,1,1
google_wall_299,0,0
google_wall_3,1,1
google_wall_30,0,0
google_wall_302,2,1
google_wall_306,1,1
google_wall_31,0,0
google_wall_310,1,0.5
google_wall_313,1,0.5
google_wall_314,1,0.5
google_wall_315,1,0.5
google_wall_316,1,0.5
google_wall_317,0,0
google_wall_318,1,1
google_wall_32,1,1
google_wall_320,2,1
google_wall_321,0,0
google_wall_322,0,0
google_wall_323,2,1
google_wall_325,0,0
google_wall_326,0,0
google_wall_327,1,1
google_wall_328,1,1
google_wall_330,1,0.5
google_wall_331,1,0.5
google_wall_332,2,1
google_wall_333,2,0.5
google_wall_335,0,0
google_wall_337,3,1
google_wall_338,3,1
google_wall_339,1,0.5
google_wall_34,4,1
google_wall_340,2,0.5
google_wall_341,1,0.5
google_wall_342,1,0.5
google_wall_343,1,1
google_wall_345,3,1
google_wall_346,0,0
google_wall_347,4,1
google_wall_348,1,0.5
google_wall_349,1,1
google_wall_35,1,0.5
google_wall_350,1,1
google_wall_351,1,0.5
google_wall_352,0,0
google_wall_353,1,0.5
google_wall_354,0,0
google_wall_355,1,0.5
google_wall_356,1,0.5
google_wall_357,1,0.5
google_wall_360,1,0.5
google_wall_361,1,1
google_wall_362,1,1
google_wall_363,1,1
google_wall_365,1,1
google_wall_366,0,0
google_wall_367,1,1
google_wall_369,0,0
google_wall_37,1,0.5
google_wall_370,1,1
google_wall_371,0,0
google_wall_372,1,0.5
google_wall_373,1,1
google_wall_374,1,0.5
google_wall_375,1,1
google_wall_377,1,0.5
google_wall_378,1,1
google_wall_379,1,0.5
google_wall_38,3,1
google_wall_380,1,1
google_wall_381,2,1
google_wall_382,1,1
google_wall_383,0,0
google_wall_384,2,1
google_wall_385,2,0.5
google_wall_387,0,0
google_wall_39,1,1
google_wall_391,0,0
google_wall_393,1,0.5
google_wall_394,2,0.5
google_wall_395,2,0.5
google_wall_396,1,0.5
google_wall_397,1,0.5
google_wall_398,2,1
google_wall_399,1,0.5
google_wall_4,3,1
google_wall_40,2,0.5
google_wall_400,3,1
google_wall_401,1,0.5
google_wall_402,0,0
google_wall_406,2,1
google_wall_407,1,0.5
google_wall_408,1,0.5
google_wall_409,1,0.5
google_wall_41,0,0
google_wall_412,1,1
google_wall_413,1,0.5
google_wall_416,1,0.5
google_wall_417,1,0.5
google_wall_42,2,0.5
google_wall_420,2,0.5
google_wall_421,1,1
google_wall_423,1,1
google_wall_424,1,1
google_wall_426,1,0.5
google_wall_428,3,1
google_wall_429,1,1
google_wall_43,1,0.5
google_wall_430,1,1
google_wall_431,0,0
google_wall_432,1,0.5
google_wall_434,1,0.5
google_wall_435,0,0
google_wall_437,1,1
google_wall_438,1,1
google_wall_439,2,0.5
google_wall_44,1,0.5
google_wall_440,2,1
google_wall_441,2,0.5
google_wall_442,1,1
google_wall_443,0,0
google_wall_444,2,0.5
google_wall_445,1,0.5
google_wall_446,3,1
google_wall_448,1,0.5
google_wall_449,1,1
google_wall_45,1,1
google_wall_450,1,0.5
google_wall_452,0,0
google_wall_453,1,1
google_wall_454,0,0
google_wall_455,0,0
google_wall_456,0,0
google_wall_457,1,1
google_wall_46,2,0.5
google_wall_460,1,1
google_wall_461,1,0.5
google_wall_462,1,0.5
google_wall_465,2,1
google_wall_466,2,1
google_wall_467,4,1
google_wall_468,0,0
google_wall_469,1,0.5
google_wall_471,2,1
google_wall_473,1,1
google_wall_474,2,0.5
google_wall_476,0,0
google_wall_477,0,0
google_wall_478,1,0.5
google_wall_479,0,0
google_wall_48,2,1
google_wall_480,0,0
google_wall_481,1,1
google_wall_482,1,1
google_wall_483,1,1
google_wall_484,2,0.5
google_wall_485,2,1
google_wall_486,2,1
google_wall_487,1,1
google_wall_488,3,1
google_wall_489,4,1
google_wall_492,0,0
google_wall_493,1,1
google_wall_494,1,0.5
google_wall_495,1,0.5
google_wall_498,2,1
google_wall_499,1,1
google_wall_5,1,0.5
google_wall_50,0,0
google_wall_500,1,0.5
google_wall_501,1,0.5
google_wall_502,1,0.5
google_wall_505,0,0
google_wall_507,4,0.5
google_wall_508,0,0
google_wall_509,1,0.5
google_wall_510,1,0.5
google_wall_511,1,0.5
google_wall_512,1,1
google_wall_513,1,0.5
google_wall_514,1,0.5
google_wall_515,1,1
google_wall_516,1,1
google_wall_517,1,0.5
google_wall_518,1,1
google_wall_519,0,0
google_wall_52,1,0.5
google_wall_521,1,0.5
google_wall_522,0,0
google_wall_524,2,1
google_wall_525,4,1
google_wall_526,1,0.5
google_wall_527,2,0.5
google_wall_529,1,0.5
google_wall_531,1,0.5
google_wall_533,1,1
google_wall_534,1,0.5
google_wall_535,0,0
google_wall_537,1,1
google_wall_538,1,0.5
google_wall_539,1,0.5
google_wall_54,1,1
google_wall_540,0,0
google_wall_541,0,0
google_wall_543,0,0
google_wall_544,2,1
google_wall_545,3,1
google_wall_546,1,1
google_wall_547,1,0.5
google_wall_548,2,0.5
google_wall_549,1,1
google_wall_55,1,1
google_wall_551,2,1
google_wall_552,0,0
google_wall_553,2,1
google_wall_554,0,0
google_wall_555,1,0.5
google_wall_556,0,0
google_wall_557,0,0
google_wall_558,0,0
google_wall_559,0,0
google_wall_56,1,0.5
google_wall_561,3,1
google_wall_562,3,1
google_wall_563,1,1
google_wall_564,1,0.5
google_wall_565,0,0
google_wall_566,1,1
google_wall_567,0,0
google_wall_568,3,1
google_wall_569,0,0
google_wall_57,1,1
google_wall_570,1,1
google_wall_571,3,1
google_wall_573,0,0
google_wall_574,2,1
google_wall_575,1,1
google_wall_577,0,0
google_wall_578,0,0
google_wall_579,2,1
google_wall_58,1,1
google_wall_580,1,0.5
google_wall_582,2,0.5
google_wall_583,1,0.5
google_wall_584,1,0.5
google_wall_585,2,0.5
google_wall_587,2,0.5
google_wall_588,1,0.5
google_wall_589,1,0.5
google_wall_59,1,1
google_wall_590,1,0.5
google_wall_592,3,1
google_wall_593,2,0.5
google_wall_595,1,1
google_wall_596,1,1
google_wall_597,1,0.5
google_wall_598,0,0
google_wall_599,1,1
google_wall_6,1,1
google_wall_600,0,0
google_wall_601,0,0
google_wall_602,0,0
google_wall_603,4,1
google_wall_604,2,0.5
google_wall_605,0,0
google_wall_606,1,0.5
google_wall_607,1,0.5
google_wall_608,1,1
google_wall_609,0,0
google_wall_61,0,0
google_wall_610,1,0.5
google_wall_611,4,1
google_wall_612,1,1
google_wall_614,0,0
google_wall_619,1,1
google_wall_62,1,0.5
google_wall_620,1,0.5
google_wall_621,1,0.5
google_wall_622,1,0.5
google_wall_623,1,0.5
google_wall_626,1,1
google_wall_627,2,0.5
google_wall_628,0,0
google_wall_629,1,0.5
google_wall_63,2,0.5
google_wall_630,0,0
google_wall_633,1,1
google_wall_634,0,0
google_wall_635,1,0.5
google_wall_637,0,0
google_wall_638,3,1
google_wall_639,2,1
google_wall_64,1,1
google_wall_640,1,0.5
google_wall_641,1,1
google_wall_642,1,0.5
google_wall_643,2,0.5
google_wall_644,0,0
google_wall_646,0,0
google_wall_647,0,0
google_wall_649,3,0.5
google_wall_65,0,0
google_wall_651,2,0.5
google_wall_652,1,0.5
google_wall_653,1,0.5
google_wall_654,1,1
google_wall_656,1,1
google_wall_657,1,1
google_wall_658,1,0.5
google_wall_659,1,1
google_wall_66,1,1
google_wall_660,1,1
google_wall_663,1,0.5
google_wall_664,1,0.5
google_wall_665,1,1
google_wall_667,2,0.5
google_wall_668,1,0.5
google_wall_669,2,1
google_wall_67,3,1
google_wall_670,2,0.5
google_wall_671,3,1
google_wall_672,2,0.5
google_wall_673,0,0
google_wall_674,1,1
google_wall_676,1,0.5
google_wall_677,0,0
google_wall_679,2,1
google_wall_68,2,0.5
google_wall_681,1,1
google_wall_685,0,0
google_wall_687,0,0
google_wall_688,1,0.5
google_wall_69,0,0
google_wall_690,3,1
google_wall_692,1,0.5
google_wall_694,2,0.5
google_wall_696,0,0
google_wall_698,2,0.5
google_wall_699,0,0
google_wall_7,0,0
google_wall_700,1,1
google_wall_701,1,0.5
google_wall_702,1,0.5
google_wall_704,3,1
google_wall_706,0,0
google_wall_707,2,0.5
google_wall_708,1,1
google_wall_71,1,1
google_wall_710,1,0.5
google_wall_711,3,1
google_wall_712,4,1
google_wall_713,4,0.5
google_wall_714,0,0
google_wall_715,4,1
google_wall_716,1,0.5
google_wall_717,1,1
google_wall_719,1,1
google_wall_72,0,0
google_wall_720,1,0.5
google_wall_721,1,0.5
google_wall_722,1,0.5
google_wall_723,1,1
google_wall_725,0,0
google_wall_726,1,0.5
google_wall_727,1,1
google_wall_729,1,0.5
google_wall_73,1,1
google_wall_731,1,1
google_wall_732,2,1
google_wall_733,2,0.5
google_wall_734,0,0
google_wall_735,1,0.5
google_wall_736,1,0.5
google_wall_737,1,0.5
google_wall_738,1,0.5
google_wall_739,1,1
google_wall_740,2,1
google_wall_742,1,0.5
google_wall_743,0,0
google_wall_745,1,1
google_wall_747,4,1
google_wall_748,0,0
google_wall_75,0,0
google_wall_751,1,0.5
google_wall_752,1,0.5
google_wall_753,0,0
google_wall_754,1,0.5
google_wall_755,2,1
google_wall_756,1,0.5
google_wall_757,2,1
google_wall_758,1,1
google_wall_759,4,1
google_wall_76,1,1
google_wall_767,1,0.5
google_wall_769,1,0.5
google_wall_77,1,0.5
google_wall_770,1,0.5
google_wall_771,0,0
google_wall_772,1,1
google_wall_773,2,0.5
google_wall_774,1,1
google_wall_777,2,1
google_wall_779,1,1
google_wall_78,0,0
google_wall_780,0,0
google_wall_784,1,0.5
google_wall_788,1,0.5
google_wall_789,1,0.5
google_wall_791,2,0.5
google_wall_793,2,1
google_wall_794,1,0.5
google_wall_795,1,0.5
google_wall_796,1,0.5
google_wall_797,1,0.5
google_wall_798,0,0
google_wall_799,2,0.5
google_wall_8,1,1
google_wall_800,2,1
google_wall_801,1,0.5
google_wall_802,1,1
google_wall_803,0,0
google_wall_805,0,0
google_wall_806,2,0.5
google_wall_807,1,0.5
google_wall_808,1,1
google_wall_809,1,1
google_wall_81,0,0
google_wall_810,1,1
google_wall_812,0,0
google_wall_815,0,0
google_wall_816,1,0.5
google_wall_817,1,0.5
google_wall_818,1,1
google_wall_819,1,0.5
google_wall_82,1,0.5
google_wall_820,1,0.5
google_wall_822,1,0.5
google_wall_823,1,0.5
google_wall_824,1,1
google_wall_825,2,0.5
google_wall_826,1,0.5
google_wall_827,1,0.5
google_wall_828,1,0.5
google_wall_829,0,0
google_wall_83,2,1
google_wall_830,1,0.5
google_wall_831,0,0
google_wall_832,2,1
google_wall_833,2,0.5
google_wall_834,0,0
google_wall_835,1,1
google_wall_836,2,0.5
google_wall_837,2,0.5
google_wall_838,0,0
google_wall_839,2,0.5
google_wall_84,0,0
google_wall_840,2,0.5
google_wall_841,0,0
google_wall_842,0,0
google_wall_843,1,0.5
google_wall_844,1,1
google_wall_845,3,1
google_wall_847,2,0.5
google_wall_849,0,0
google_wall_85,1,0.5
google_wall_850,1,1
google_wall_851,2,0.5
google_wall_852,1,0.5
google_wall_853,1,0.5
google_wall_854,1,0.5
google_wall_86,1,0.5
google_wall_87,1,0.5
google_wall_88,1,1
google_wall_89,1,1
google_wall_9,1,0.5
google_wall_91,4,1
google_wall_92,0,0
google_wall_93,0,0
google_wall_94,0,0
google_wall_96,1,1
google_wall_97,4,1
google_wall_98,1,1
google_wall_99,1,0.5
google_water_1,0,0
google_water_10,2,1
google_water_101,2,0.5
google_water_102,2,0.5
google_water_103,2,0.5
google_water_105,0,0
google_water_106,1,0.5
google_water_107,1,1
google_water_108,1,1
google_water_109,2,1
google_water_111,2,1
google_water_112,2,1
google_water_113,1,1
google_water_114,1,1
google_water_115,0,0
google_water_117,0,0
google_water_119,1,1
google_water_12,0,0
google_water_120,1,0.5
google_water_122,1,0.5
google_water_126,1,0.5
google_water_127,2,0.5
google_water_128,2,0.5
google_water_129,1,0.5
google_water_132,0,0
google_water_133,2,1
google_water_134,0,0
google_water_136,1,1
google_water_137,0,0
google_water_138,1,0.5
google_water_139,2,0.5
google_water_141,2,0.5
google_water_142,1,1
google_water_143,2,0.5
google_water_144,1,1
google_water_145,2,0.5
google_water_146,2,1
google_water_147,1,1
google_water_148,0,0
google_water_149,2,0.5
google_water_15,3,0.5
google_water_150,4,0.5
google_water_151,1,0.5
google_water_153,2,0.5
google_water_154,2,0.5
google_water_155,3,0.5
google_water_156,2,1
google_water_157,2,0.5
google_water_159,2,0.5
google_water_16,1,1
google_water_160,1,1
google_water_161,0,0
google_water_162,2,0.5
google_water_165,2,0.5
google_water_166,2,0.5
google_water_167,1,1
google_water_168,1,0.5
google_water_169,1,0.5
google_water_171,1,1
google_water_173,1,0.5
google_water_174,1,1
google_water_175,3,1
google_water_176,2,0.5
google_water_177,1,1
google_water_18,3,1
google_water_181,2,0.5
google_water_183,2,0.5
google_water_185,1,0.5
google_water_187,1,0.5
google_water_188,1,0.5
google_water_189,1,0.5
google_water_191,1,1
google_water_192,0,0
google_water_194,0,0
google_water_195,0,0
google_water_196,1,0.5
google_water_197,1,0.5
google_water_198,2,0.5
google_water_199,1,1
google_water_2,3,1
google_water_20,2,1
google_water_200,2,0.5
google_water_201,2,0.5
google_water_202,0,0
google_water_203,2,1
google_water_204,4,0.5
google_water_207,0,0
google_water_208,2,1
google_water_209,2,0.5
google_water_210,2,0.5
google_water_212,1,1
google_water_213,2,1
google_water_215,1,1
google_water_216,0,0
google_water_217,2,0.5
google_water_219,0,0
google_water_22,1,0.5
google_water_221,1,1
google_water_222,1,0.5
google_water_223,2,0.5
google_water_225,1,0.5
google_water_226,3,1
google_water_227,3,0.5
google_water_228,2,0.5
google_water_229,2,0.5
google_water_23,2,1
google_water_230,2,0.5
google_water_232,1,1
google_water_237,1,0.5
google_water_239,2,1
google_water_24,1,0.5
google_water_242,1,0.5
google_water_243,2,0.5
google_water_244,2,0.5
